"x","y","z","var1.pred","var1.var","CU_original"
0,0,0,-0.00387849506476927,1.98687243960203e-06,0.568315770549873
1,0,0,-0.00295722028170209,1.82988663948721e-06,0.38546929879756
2,0,0,-0.00294392633443438,1.74285492871309e-06,0.383154787028502
3,0,0,-0.00242312545920795,1.69546087999899e-06,0.298083755412577
4,0,0,-0.00217846909739762,1.63550997002921e-06,0.261463822664169
5,0,0,-0.00237151950407464,1.58943905786388e-06,0.290196622842672
6,0,0,-0.00190661858495623,1.53739896228012e-06,0.222922898983271
7,0,0,-0.00155776403819543,1.51492930397517e-06,0.176411752233989
8,0,0,-0.0014968821459352,1.49492186264482e-06,0.168605131980144
9,0,0,-0.00148896109436763,1.48471366530757e-06,0.167595882258865
10,0,0,-0.00168946712033087,1.49492186264482e-06,0.193606419430751
11,0,0,-0.00202565008608099,1.51799981535789e-06,0.239535052612737
12,0,0,-0.00271389242294419,1.55387925126644e-06,0.344284800792138
13,0,0,-0.00294361169957164,1.57515812909595e-06,0.38310010195471
14,0,0,-0.00368932591693266,1.63451506653262e-06,0.526618962833751
15,0,0,-0.00378254497555496,1.70942628932883e-06,0.546851909258777
16,0,0,-0.00406302101397242,1.78952274870133e-06,0.611569153891523
17,0,0,-0.00402845830089694,1.82443468027043e-06,0.603258588985994
18,0,0,-0.00376927860490927,1.89735432643396e-06,0.54393605362354
19,0,0,-0.00315800817766037,1.93501834467684e-06,0.421402993214713
20,0,0,-0.00302292246594177,1.96439971515364e-06,0.397023339810161
21,0,0,-0.00314801633419403,2.03777618875277e-06,0.419569980568411
22,0,0,-0.00317895753882542,2.07644176514789e-06,0.425262018162115
23,0,0,-0.00386544962306698,2.06556295720117e-06,0.565358045991417
24,0,0,-0.00348321433694241,2.19276419071046e-06,0.483881378206291
25,0,0,-0.00339411377045534,2.2594877665929e-06,0.466194237404835
26,0,0,-0.00343788013910984,2.25937983224486e-06,0.474825643323655
27,0,0,-0.00348949048760007,2.25937983224486e-06,0.485144474297243
28,0,0,-0.00354792051740227,2.25937983224486e-06,0.497015850622844
29,0,0,-0.00326219166092194,2.18830016265451e-06,0.440810730152748
30,0,0,-0.0031197058380992,2.14743936520763e-06,0.41440262580862
31,0,0,-0.00316860243667212,2.1318164987259e-06,0.423351841234009
32,0,0,-0.00332702279439438,2.11270021703672e-06,0.453168631313261
33,0,0,-0.00320998365638502,2.09473880379743e-06,0.431017115368689
34,0,0,-0.00304321338453192,2.08518115350965e-06,0.400630953792444
35,0,0,-0.00290880495423188,2.0783800634651e-06,0.377077054632352
36,0,0,-0.00287514658531758,2.10472376564994e-06,0.371302174789278
37,0,0,-0.0029477543500599,2.10407901028219e-06,0.383820461286419
38,0,0,-0.00309244598054569,2.07092633323251e-06,0.40946326189291
39,0,0,-0.00325951510192936,2.06559258257702e-06,0.440305250767153
40,0,0,-0.00337602173155127,2.06529900996859e-06,0.462657456910264
41,0,0,-0.00362045952948476,2.06658042379013e-06,0.512043344042269
42,0,0,-0.00378665858748489,2.06658042379013e-06,0.547758558562862
43,0,0,-0.00244052974639545,2.03123588150637e-06,0.30076410738603
44,0,0,-0.00113100738200937,2.00988112261795e-06,0.123456120097003
45,0,0,-0.00132136836901985,2.03254095441607e-06,0.146579591812738
46,0,0,-0.00145201781407074,2.06859606907218e-06,0.162908114551442
47,0,0,-0.00128225247053985,2.09599274363286e-06,0.141764767071336
48,0,0,-0.00285309584641615,2.13148124561711e-06,0.367544821964515
49,0,0,-0.00259665062144554,2.16273114842346e-06,0.325283261513789
50,0,0,-0.00226656901533037,2.18176915549684e-06,0.274428549737976
51,0,0,-0.00100911508008235,2.25937983224486e-06,0.109044529659926
52,0,0,-0.00075481207521745,2.25937983224486e-06,0.079908403864863
53,0,0,-0.000731451408566748,2.25949418234625e-06,0.0772922715644739
54,0,0,-0.000710313544131002,2.26023893190852e-06,0.0749335383547987
55,0,0,-0.000695401100662793,2.26259682144888e-06,0.0732742980221133
56,0,0,-0.00064278806487778,2.13351284607174e-06,0.0674517711081251
57,0,0,-0.000740260264308748,2.20029204337404e-06,0.0782776064322519
58,0,0,-0.000696812044582101,2.21514451844728e-06,0.0734311175702373
59,0,0,-0.000703541115465617,2.27035525450525e-06,0.0741795089727191
60,0,0,-0.000714012080565688,2.29207422724279e-06,0.0753456725685027
61,0,0,-0.000753297247325168,2.27798809995038e-06,0.0797384607678993
62,0,0,-0.000792673964189589,2.3078415547232e-06,0.0841695706316017
63,0,0,-0.000776206304933884,2.36656135666087e-06,0.0823130012017259
64,0,0,-0.000764284656915382,2.3980016840224e-06,0.0809720437014789
65,0,0,-0.000765839714285073,2.40430445533528e-06,0.0811468110288729
66,0,0,-0.000779220481547788,2.43620431149765e-06,0.0826524492829748
67,0,0,-0.000847338183909676,2.41750879461694e-06,0.090368292428181
68,0,0,-0.000877901391164471,2.43959824304355e-06,0.0938583389682321
69,0,0,-0.000877923243499019,2.48357617759932e-06,0.0938608406018062
70,0,0,-0.000895011767245137,2.52117132519649e-06,0.0958198846314389
71,0,0,-0.000915585595538761,2.55893567368902e-06,0.0981858500377513
72,0,0,-0.000929937996525713,2.62700706870754e-06,0.0998411495864104
73,0,0,-0.000965392346389303,2.71307385154039e-06,0.103947200932993
74,0,0,-0.000981385780050023,2.77457489287415e-06,0.105807422178657
75,0,0,-0.000993081153346502,2.80799486506618e-06,0.107170893867021
76,0,0,-0.0010385777903114,2.89613543782792e-06,0.112500627671054
77,0,0,-0.00107309156786107,2.95800108870497e-06,0.116571260037702
0,1,0,-0.00253092074691536,1.82560212322963e-06,0.314854190585038
1,1,0,-0.00256053059031398,1.70720612353052e-06,0.319532816482521
2,1,0,-0.00204810597881744,1.62808213111524e-06,0.24271417707763
3,1,0,-0.00212656449498921,1.58542244663936e-06,0.253937658344512
4,1,0,-0.0018529581174945,1.49686006720846e-06,0.215562289631336
5,1,0,-0.0020118363222403,1.45992910565442e-06,0.23758663398587
6,1,0,-0.00185692021873008,1.41557617857227e-06,0.216103105913362
7,1,0,-0.0021443942610912,1.4177086936832e-06,0.256513763118221
8,1,0,-0.00300670068695928,1.49364923872704e-06,0.394152670103466
9,1,0,-0.00299599642359614,1.49118101122969e-06,0.392264905269187
10,1,0,-0.0028222379163669,1.49434695046183e-06,0.362320783476804
11,1,0,-0.00309957525012681,1.51989328376703e-06,0.410751650843338
12,1,0,-0.00294201163398113,1.46553495327801e-06,0.382822069621014
13,1,0,-0.00296627080230164,1.45548308532283e-06,0.387049460944809
14,1,0,-0.00356459838644409,1.49267472542016e-06,0.500442089344418
15,1,0,-0.00369250366369551,1.57328091070884e-06,0.52729901523773
16,1,0,-0.00378705181648472,1.65117140316977e-06,0.547845289475305
17,1,0,-0.00408200022778206,1.70212977079254e-06,0.616175606491993
18,1,0,-0.00409819470459671,1.79118371440518e-06,0.620130631373712
19,1,0,-0.00342897979927019,1.85528757602908e-06,0.473061605626526
20,1,0,-0.0032931295594676,1.83700627945626e-06,0.446680465039947
21,1,0,-0.00317147271008638,1.92471783539473e-06,0.423880784220358
22,1,0,-0.00391306933896454,1.90361830584905e-06,0.576216456062923
23,1,0,-0.00386299929047695,1.94156796252722e-06,0.564803905467642
24,1,0,-0.00361927794966742,2.05253730692072e-06,0.511795925814425
25,1,0,-0.00349784443547415,2.12157248387222e-06,0.4868293235088
26,1,0,-0.00355101454679057,2.12127421485883e-06,0.497650194201327
27,1,0,-0.00358838135483752,2.12127421485883e-06,0.50535754929831
28,1,0,-0.00363273637125368,2.12127421485883e-06,0.514619323774951
29,1,0,-0.00332685009232793,2.04294214377221e-06,0.453135416207999
30,1,0,-0.00320960677204829,2.00258204295861e-06,0.430946918158142
31,1,0,-0.00316629749139984,1.96708943007048e-06,0.422927371407113
32,1,0,-0.00320972798481864,1.93171140751221e-06,0.430969494064158
33,1,0,-0.00320652022382662,1.92414734572559e-06,0.430372296067205
34,1,0,-0.00297418187065772,1.89350808692947e-06,0.388433644802731
35,1,0,-0.00298487173817641,1.89613661460707e-06,0.390308440456607
36,1,0,-0.00296946030944013,1.88198437429785e-06,0.387607189461519
37,1,0,-0.00306702072280771,1.90739732617225e-06,0.404887899241984
38,1,0,-0.00312339560302823,1.8730036216661e-06,0.415073913568847
39,1,0,-0.00323542790441278,1.84907417883727e-06,0.43577283356295
40,1,0,-0.00347112231746121,1.85201362286269e-06,0.481454308693813
41,1,0,-0.00377174938618962,1.85852446045873e-06,0.54447818206414
42,1,0,-0.00401045536659825,1.85852446045873e-06,0.598969114950819
43,1,0,-0.00400738148681819,1.84582911447185e-06,0.598239372924056
44,1,0,-0.00236923387652636,1.83106845667107e-06,0.289849370855066
45,1,0,-0.00212742569095557,1.85283574247228e-06,0.254061866887099
46,1,0,-0.00130431139277366,1.88578616424975e-06,0.144475915566645
47,1,0,-0.00142503941445554,1.9275662107354e-06,0.159504714354796
48,1,0,-0.00229541473320795,1.96912547073112e-06,0.278726758948238
49,1,0,-0.00211864702473096,2.00258204295861e-06,0.252796780141608
50,1,0,-0.00223785605518815,2.04294214377221e-06,0.270176452266682
51,1,0,-0.00115726922988951,2.12127421485883e-06,0.12660071431489
52,1,0,-0.000728484240557288,2.12127421485883e-06,0.07696068691709
53,1,0,-0.000700347938172733,2.12109851282838e-06,0.0738242706901389
54,1,0,-0.000674424792911606,2.12152224891798e-06,0.0709470537052255
55,1,0,-0.000658790945666565,2.02981208490095e-06,0.0692175978270626
56,1,0,-0.000635159301039107,1.99453097913614e-06,0.0666115593878658
57,1,0,-0.000685104265040683,2.061710349538e-06,0.0721309266310755
58,1,0,-0.000641763006984116,2.07901394926784e-06,0.0673388147856286
59,1,0,-0.000639350268404211,2.09540009329097e-06,0.0670730154426025
60,1,0,-0.000653077425411563,2.11937788180281e-06,0.0685866275654234
61,1,0,-0.000709092896367053,2.11734841254976e-06,0.0747975732008825
62,1,0,-0.000729222245561955,2.17625307555432e-06,0.0770431450747111
63,1,0,-0.000723437856500344,2.21691569107138e-06,0.076397110978462
64,1,0,-0.000693520827372093,2.24717766352909e-06,0.0730653698658159
65,1,0,-0.000705616717055185,2.26501730900176e-06,0.0744105154603716
66,1,0,-0.000719039413578897,2.28735741007676e-06,0.075906269622962
67,1,0,-0.000790928829530226,2.28915691673688e-06,0.0839725880756959
68,1,0,-0.000823651350191184,2.3259039506435e-06,0.0876754905145987
69,1,0,-0.000817192471479676,2.35049069334568e-06,0.0869430324262765
70,1,0,-0.000835923631733782,2.38747338255327e-06,0.089069341581876
71,1,0,-0.000852560683485095,2.40538181024537e-06,0.0909634131856478
